name,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999,11/30/1998,11/30/1997,11/30/1996,11/30/1995,11/30/1994,11/30/1993,11/30/1992,11/30/1991,11/30/1990,11/30/1989,11/30/1988,11/30/1987,11/30/1986
			LongTermDebt,"988,924,000","4,124,800,000","1,881,421,000","1,902,068,000","1,907,231,000","911,086,000","1,496,028,000","1,495,312,000","1,505,096,000","1,493,969,000","1,000,000,000","350,000,000",,,,,,,,,,,,,,,,,,"200,000","500,000","900,000",,
			NonCurrentDeferredTaxesLiabilities,"140,498,000","46,702,000","279,941,000","217,660,000","208,209,000","342,315,000","375,634,000","265,106,000","181,602,000","103,098,000","252,486,000","117,328,000","148,943,000","70,715,000","78,800,000","83,747,000","17,715,000",,,"2,267,000","24,021,000",,,"3,809,000",,,,,"1,500,000","700,000","800,000","1,300,000","800,000","1,200,000"
			NonCurrentDeferredRevenue,"122,727,000","137,630,000","88,592,000","69,131,000","51,094,000","57,401,000","53,268,000","58,102,000","55,303,000","48,929,000","36,717,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherNonCurrentLiabilities,"173,056,000","152,209,000","125,188,000","97,404,000","85,459,000","73,747,000","61,555,000","50,084,000","50,883,000","42,017,000","250,992,000","181,317,000","62,344,000","62,610,000","16,794,000",,,,,,,,,"71,348,000",,,,,,,"-100,000",,"100,000",
			TotalNonCurrentLiabilitiesNetMinorityInterest,"2,041,307,000","5,105,442,000","2,548,230,000","2,470,644,000","2,511,336,000","1,515,489,000","2,130,016,000","2,037,589,000","1,957,291,000","1,880,673,000","1,547,116,000","648,645,000","211,287,000","133,325,000","95,594,000","83,747,000","17,715,000",,,"2,267,000","24,021,000",,,"75,157,000",,,"6,900,000","-100,000","1,500,000","900,000","1,200,000","2,200,000","900,000","1,200,000"
		TotalLiabilitiesNetMinorityInterest,"10,232,245,000","9,406,568,000","6,075,687,000","5,282,279,000","4,724,892,000","4,009,924,000","3,655,664,000","3,309,341,000","3,208,070,000","2,948,761,000","2,391,669,000","1,411,244,000","1,063,697,000","810,672,000","575,989,000","535,155,000","454,245,000","377,289,000","313,651,000","316,872,000","291,650,000","250,966,000","224,647,000","305,771,000","186,315,000","168,700,000","80,600,000","56,700,000","38,400,000","37,900,000","35,300,000","21,200,000","8,800,000","6,300,000"
	StockholdersEquity,"10,530,155,000","9,362,114,000","8,459,869,000","7,424,835,000","7,001,580,000","6,775,905,000","6,724,634,000","6,665,182,000","5,783,113,000","5,192,387,000","4,890,568,000","4,410,354,000","4,649,982,000","5,151,876,000","1,864,326,000","1,423,477,000","1,100,800,000","674,321,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","456,800,000","272,300,000","224,600,000","182,800,000","107,800,000","58,800,000","44,300,000","23,500,000","13,700,000"
		CapitalStock,"61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","29,600,000","29,576,000","29,576,000","29,576,000","625,386,000","530,801,000","369,057,000","306,859,000","7,000","148,602,000","293,258,000",,,,,,,,,
		RetainedEarnings,"14,828,562,000","11,815,597,000","9,573,870,000","8,114,517,000","7,253,431,000","6,924,294,000","6,928,964,000","7,003,003,000","6,528,735,000","5,980,914,000","5,299,914,000","4,913,406,000","4,041,592,000","3,317,785,000","2,838,566,000","2,238,807,000","1,800,398,000","1,545,776,000","1,366,205,000","1,172,504,000","896,239,000","732,730,000","663,861,000","529,546,000","390,793,000","319,700,000","222,700,000","174,700,000","138,300,000","93,700,000","58,600,000","31,900,000","13,300,000","4,400,000"
		GainsLossesNotAffectingRetainedEarnings,"-188,034,000","-148,130,000","-111,821,000","-173,602,000","-169,080,000","-8,094,000","46,103,000","30,712,000","29,950,000","17,428,000","24,446,000","57,222,000","27,948,000","6,344,000","-914,000","-2,289,000","-999,000","-3,950,000","3,918,000","-698,000","40,332,000","-1,879,000","-1,030,000","28,366,000","14,366,000",,,,,,,,,
		StockholdersEquity,"10,530,155,000","9,362,114,000","8,459,869,000","7,424,835,000","7,001,580,000","6,775,905,000","6,724,634,000","6,665,182,000","5,783,113,000","5,192,387,000","4,890,568,000","4,410,354,000","4,649,982,000","5,151,876,000","1,864,326,000","1,423,477,000","1,100,800,000","674,321,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","456,800,000","272,300,000","224,600,000","182,800,000","107,800,000","58,800,000","44,300,000","23,500,000","13,700,000"
	TotalAssets,"20,762,400,000","18,768,682,000","14,535,556,000","12,707,114,000","11,726,472,000","10,785,829,000","10,380,298,000","9,974,523,000","8,991,183,000","8,141,148,000","7,282,237,000","5,821,598,000","5,713,679,000","5,962,548,000","2,440,315,000","1,958,632,000","1,555,045,000","1,051,610,000","930,623,000","1,069,416,000","803,859,000","767,331,000","940,071,000","1,012,285,000","884,732,000","625,500,000","352,900,000","281,300,000","221,200,000","145,700,000","94,100,000","65,500,000","32,300,000","20,000,000"
