name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
			CurrentAccruedExpenses,"82,006,000","111,508,000","87,151,000","75,716,000","88,075,000","58,650,000","15,826,000","13,974,000","5,321,000","6,869,000","4,815,000","3,976,000","2,201,000","5,140,000","5,370,000","2,173,000","2,392,000","2,188,000","4,830,000","1,559,000","2,218,000","1,515,000","2,804,000","2,471,000","2,826,000","2,590,494",,,,,,,,,
			OtherCurrentLiabilities,,,,,,,,,,"10,177,000","10,565,000",,,,,,,"-5,756,000",,,,,,"3,933,000","1,317,000","667,000","4,000,000","2,300,000","5,300,000","1,800,000","800,000","200,000",,,"1,400,000"
			CurrentLiabilities,"985,587,000","170,823,000","171,089,000","175,555,000","231,512,000","134,165,000","61,245,000","43,291,000","28,289,000","21,940,000","21,666,000","18,103,000","21,000,000","10,253,000","15,460,000","11,160,000","11,959,000","43,803,000","52,937,000","15,768,000","9,693,000","13,908,000","8,612,000","8,717,000","9,601,000","6,400,205","6,600,000","3,500,000","7,200,000","2,500,000","1,800,000","1,000,000","2,400,000","1,100,000","2,700,000"
		TotalNonCurrentLiabilitiesNetMinorityInterest,"68,760,000","880,568,000","907,177,000","978,981,000","1,259,633,000","1,385,985,000","110,380,000","125,193,000","120,648,000","2,424,000","8,456,000","2,783,000","1,308,000","1,516,000","602,000","8,436,000","36,065,000","8,383,000","9,066,000","40,918,000","32,015,000","21,228,000","9,852,000","6,003,000","3,915,000","4,857,432",,,,,,,,,
			LongTermDebt,,"820,411,000","815,195,000","809,979,000","1,021,488,000","1,114,481,000","108,750,000","104,637,000","114,649,000",,"5,853,000",,,"208,000","602,000","6,790,000","13,777,000","7,799,000","8,861,000","39,089,000","30,643,000","20,448,000","8,800,000","4,858,000","3,117,000","3,320,688","800,000","2,900,000","3,000,000",,,,,,
			NonCurrentDeferredTaxesLiabilities,"225,000","566,000","43,404,000","157,607,000","231,382,000","268,968,000","0","1,991,000","3,742,000",,,,,,,,,,"0","1,829,000","1,372,000","738,000","849,000","792,000","197,000","327,218","200,000",,,"200,000",,,,,
			OtherNonCurrentLiabilities,"2,633,000","9,601,000","48,578,000","11,395,000","6,763,000","2,536,000","1,630,000","1,153,000","958,000","1,299,000","1,299,000","1,299,000",,"1,308,000",,"1,646,000","1,156,000","584,000","205,000",,,,,,"174,000","629,825",,,,,,,,,
			TotalNonCurrentLiabilitiesNetMinorityInterest,"68,760,000","880,568,000","907,177,000","978,981,000","1,259,633,000","1,385,985,000","110,380,000","125,193,000","120,648,000","2,424,000","8,456,000","2,783,000","1,308,000","1,516,000","602,000","8,436,000","36,065,000","8,383,000","9,066,000","40,918,000","32,015,000","21,228,000","9,852,000","6,003,000","3,915,000","4,857,432",,,,,,,,,
		TotalLiabilitiesNetMinorityInterest,"1,054,347,000","1,051,391,000","1,078,266,000","1,154,536,000","1,491,145,000","1,520,150,000","171,625,000","168,484,000","148,937,000","24,364,000","30,122,000","20,886,000","22,308,000","11,769,000","16,062,000","19,596,000","48,024,000","52,186,000","62,003,000","56,686,000","41,708,000","35,136,000","18,464,000","14,720,000","13,516,000","11,257,637","8,900,000","7,700,000","10,500,000","2,800,000","1,800,000","1,100,000","2,400,000","1,100,000","2,700,000"
	StockholdersEquity,"234,292,000","443,866,000","831,245,000","819,184,000","621,565,000","386,751,000","260,180,000","201,081,000","158,208,000","86,752,000","38,637,000","61,443,000","64,658,000","70,314,000","41,033,000","47,326,000","11,391,000","11,352,000","22,458,000","39,832,000","34,390,000","26,280,000","20,251,000","16,374,000","16,301,000","14,998,284","12,300,000","6,500,000","4,600,000","10,800,000","15,600,000","13,700,000","15,000,000","9,800,000","8,100,000"
		CapitalStock,"595,521,000","574,553,000","550,472,000","521,860,000","458,659,000","351,235,000","239,235,000","226,035,000","0","0","0","0","0","0","105,329,000","98,467,000","25,506,000","26,866,000","24,884,000","22,647,000","19,392,000","17,952,000","16,241,000","14,174,000","14,174,000","13,701,845",,,,,,,,,
		RetainedEarnings,"-333,938,000","-107,168,000","294,741,000","319,291,000","180,048,000","50,711,000","15,366,000","-36,996,000","-72,374,000","-115,387,000","-137,211,000","-111,905,000","-103,966,000","-84,798,000","-77,992,000","-65,301,000","-27,839,000","-15,514,000","-2,426,000","17,185,000","14,998,000","8,328,000","4,010,000","2,231,000","2,219,000","1,500,109","-800,000","-3,600,000","-5,300,000","2,000,000","7,400,000","7,000,000","6,500,000","1,200,000","600,000"
		GainsLossesNotAffectingRetainedEarnings,"-27,291,000","-23,519,000","-13,968,000","-21,967,000","-17,142,000","-15,195,000","-12,367,000","-5,904,000",,,,,"2,795,000","4,862,000","13,696,000","14,160,000",,,,,,,,"0",,"87,397",,,,,,,,,
		StockholdersEquity,"234,292,000","443,866,000","831,245,000","819,184,000","621,565,000","386,751,000","260,180,000","201,081,000","158,208,000","86,752,000","38,637,000","61,443,000","64,658,000","70,314,000","41,033,000","47,326,000","11,391,000","11,352,000","22,458,000","39,832,000","34,390,000","26,280,000","20,251,000","16,374,000","16,301,000","14,998,284","12,300,000","6,500,000","4,600,000","10,800,000","15,600,000","13,700,000","15,000,000","9,800,000","8,100,000"
	TotalAssets,"1,288,639,000","1,495,257,000","1,909,511,000","1,973,720,000","2,112,710,000","1,906,901,000","431,805,000","369,565,000","307,145,000","111,116,000","68,759,000","82,329,000","86,966,000","82,083,000","57,095,000","66,922,000","59,415,000","63,538,000","84,461,000","96,518,000","76,098,000","61,416,000","38,715,000","31,094,000","29,817,000","26,255,921","21,200,000","14,200,000","15,100,000","13,600,000","17,400,000","14,800,000","17,400,000","10,900,000","10,800,000"
